, where, what, value
366, GPU[4].SA[15].CU[0], inst_count, 0.000000000000
367, GPU[4].SA[15].CU[1], inst_count, 0.000000000000
368, GPU[4].SA[15].CU[2], inst_count, 0.000000000000
369, GPU[4].SA[15].CU[3], inst_count, 0.000000000000
370, GPU[5].SA[0].CU[0], inst_count, 0.000000000000
371, GPU[5].SA[0].CU[1], inst_count, 0.000000000000
372, GPU[5].SA[0].CU[2], inst_count, 0.000000000000
373, GPU[5].SA[0].CU[3], inst_count, 0.000000000000
374, GPU[5].SA[1].CU[0], inst_count, 0.000000000000
375, GPU[5].SA[1].CU[1], inst_count, 0.000000000000
376, GPU[5].SA[1].CU[2], inst_count, 0.000000000000
377, GPU[5].SA[1].CU[3], inst_count, 0.000000000000
378, GPU[5].SA[2].CU[0], inst_count, 0.000000000000
379, GPU[5].SA[2].CU[1], inst_count, 0.000000000000
380, GPU[5].SA[2].CU[2], inst_count, 0.000000000000
381, GPU[5].SA[2].CU[3], inst_count, 0.000000000000
382, GPU[5].SA[3].CU[0], inst_count, 0.000000000000
383, GPU[5].SA[3].CU[1], inst_count, 0.000000000000
384, GPU[5].SA[3].CU[2], inst_count, 0.000000000000
385, GPU[5].SA[3].CU[3], inst_count, 0.000000000000
386, GPU[5].SA[4].CU[0], inst_count, 0.000000000000
387, GPU[5].SA[4].CU[1], inst_count, 0.000000000000
388, GPU[5].SA[4].CU[2], inst_count, 0.000000000000
389, GPU[5].SA[4].CU[3], inst_count, 0.000000000000
390, GPU[5].SA[5].CU[0], inst_count, 0.000000000000
391, GPU[5].SA[5].CU[1], inst_count, 0.000000000000
392, GPU[5].SA[5].CU[2], inst_count, 0.000000000000
393, GPU[5].SA[5].CU[3], inst_count, 0.000000000000
394, GPU[5].SA[6].CU[0], inst_count, 0.000000000000
395, GPU[5].SA[6].CU[1], inst_count, 0.000000000000
396, GPU[5].SA[6].CU[2], inst_count, 0.000000000000
397, GPU[5].SA[6].CU[3], inst_count, 0.000000000000
398, GPU[5].SA[7].CU[0], inst_count, 0.000000000000
399, GPU[5].SA[7].CU[1], inst_count, 0.000000000000
400, GPU[5].SA[7].CU[2], inst_count, 0.000000000000
401, GPU[5].SA[7].CU[3], inst_count, 0.000000000000
402, GPU[5].SA[8].CU[0], inst_count, 0.000000000000
403, GPU[5].SA[8].CU[1], inst_count, 0.000000000000
404, GPU[5].SA[8].CU[2], inst_count, 0.000000000000
405, GPU[5].SA[8].CU[3], inst_count, 0.000000000000
406, GPU[5].SA[9].CU[0], inst_count, 0.000000000000
407, GPU[5].SA[9].CU[1], inst_count, 0.000000000000
408, GPU[5].SA[9].CU[2], inst_count, 0.000000000000
409, GPU[5].SA[9].CU[3], inst_count, 0.000000000000
410, GPU[5].SA[10].CU[0], inst_count, 0.000000000000
411, GPU[5].SA[10].CU[1], inst_count, 0.000000000000
412, GPU[5].SA[10].CU[2], inst_count, 0.000000000000
413, GPU[5].SA[10].CU[3], inst_count, 0.000000000000
414, GPU[5].SA[11].CU[0], inst_count, 0.000000000000
415, GPU[5].SA[11].CU[1], inst_count, 0.000000000000
416, GPU[5].SA[11].CU[2], inst_count, 0.000000000000
417, GPU[5].SA[11].CU[3], inst_count, 0.000000000000
418, GPU[5].SA[12].CU[0], inst_count, 0.000000000000
419, GPU[5].SA[12].CU[1], inst_count, 0.000000000000
420, GPU[5].SA[12].CU[2], inst_count, 0.000000000000
421, GPU[5].SA[12].CU[3], inst_count, 0.000000000000
422, GPU[5].SA[13].CU[0], inst_count, 0.000000000000
